what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576088095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576096679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576460363
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488576460503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488576463825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576464751
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576533152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488576542935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488576543156
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488576547852
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488576552587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488576635990
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488576745629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576747378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576775227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576780673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576908803
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1488576911644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576914487
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488576920796
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488576920835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488576921134
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1488576924583
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1488576963700
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1488576963861
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1488576964005
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1488576964221
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1488576964404
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1488576964716
error,log,,,"PHPCore plugin internal error",1488577027573
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488577045592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488577057513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488577062905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488577098433
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488577127020
