what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1488635922580
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1488635925013
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2406, length=12>",1488635945911
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2519, length=10>",1488635945912
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2633, length=12>",1488635945912
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2406, length=12>",1488635945921
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2519, length=10>",1488635945921
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2633, length=12>",1488635945922
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2412, length=12>",1488635948645
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2525, length=10>",1488635948645
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2639, length=12>",1488635948645
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2412, length=12>",1488635948651
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2525, length=10>",1488635948652
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2639, length=12>",1488635948652
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2411, length=12>",1488635949744
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2524, length=10>",1488635949744
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2638, length=12>",1488635949745
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2411, length=12>",1488635949759
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2524, length=10>",1488635949760
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2638, length=12>",1488635949762
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2419, length=12>",1488635953011
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2532, length=10>",1488635953011
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2646, length=12>",1488635953011
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2419, length=12>",1488635953019
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2532, length=10>",1488635953019
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2646, length=12>",1488635953019
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2432, length=12>",1488635956153
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2545, length=10>",1488635956153
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2659, length=12>",1488635956153
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2432, length=12>",1488635956158
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2545, length=10>",1488635956159
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2659, length=12>",1488635956159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635964911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635966469
opened,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488635966563
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488635966647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635967049
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636325689
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488636325837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636329969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636333227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488636354331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636355775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636358258
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.openEditorDropDown",1488636466129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636466137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488636468465
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636495279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636495487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636495694
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636495896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636496112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636496334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488636496576
